f1,f2,f3,f4,label
0.4422220620365995,-0.060923054707935,-0.4413823123659498,0.1515407957652661,1
1.2177251874511363,0.9194236766469857,1.5217004527369589,0.3587960839062543,1
1.202700806536146,-0.4266049830590995,1.1649444451881277,0.9277423995512052,1
-1.6062568182953822,-0.3131539389082808,0.1655154620167624,0.7788297171210313,0
1.1913896402914144,-0.6962120515798997,0.2239674283734477,0.0019993564150872,1
0.7143964826306588,1.997296530747994,-1.176614719429302,-0.8374634040851927,0
0.7492229272008546,-1.6873476944133516,-0.9302646872700508,1.516368646725336,1
1.4269847672264693,0.0853713816025881,-1.66150491973851,-1.8441204511675249,0
-1.0501721196807103,0.2677741974925111,-1.21271879904259,0.4274810421208385,0
-0.2843638380400951,0.185325649415382,0.6191711169753933,-0.3392584838840153,0
-0.9870551545368866,-1.4980397753910466,-0.7120541661829632,0.5649172812729122,0
0.8256709533036595,-0.805718166612792,-0.345156867242898,-2.70381768007334,1
1.8165269961401052,-0.8812384474360504,0.2174404153032612,-0.0358247466659554,1
0.9788413412371996,0.0786176695317875,-0.8628000195732701,0.8085477496020183,1
0.838489203736345,-0.9029271780870264,0.931573012874244,0.3849509661058631,1
1.4451259569265338,-0.077356179820854,-0.1968856987039095,-1.1146169630679268,1
0.653244883281227,-0.2767000900857134,-0.5960888996561666,0.0085056267231535,1
-0.292171185803555,-0.1034882680659608,-0.2519773782068853,0.1525625121024685,0
0.2726452634321288,-0.5614830267828836,0.6978168390000047,0.1106131225786777,1
1.579185502981632,0.4945566553228533,0.97366351134409,1.241959996813811,1
-1.0996583458443414,0.2342983603768977,0.1509215268064959,0.579281971320933,0
-0.1778257252886896,-0.7747719955783602,1.4310991655892973,0.2818085486835521,1
1.193618571856377,-2.170615409795412,-2.0141025948652898,0.7958386552197739,1
-0.9035344465762722,-0.0757714764598244,-0.4511753572394145,-1.1383267269609427,0
-1.086073582612479,-1.25738247498137,0.5101387156134412,1.5293134789672953,1
-0.812941095310326,-0.4153572601796853,-0.6120967990598081,-0.1407908864163852,1
-0.0610173510284082,0.1261651964309746,-0.3396050256065686,-0.8897903262971976,0
0.6155852878612882,-1.4527575467621472,-0.4488776202803848,1.5098706831203152,1
0.6900914151753954,-1.3679422773818628,-0.9810993674682146,-0.7232356859408393,1
0.0462032758149535,0.6964118908227692,0.9351087610227838,0.9112280051906476,1
1.893048885422544,0.6823925098127926,-0.0700128588128004,-0.3714177360820686,1
-0.5806514027455847,0.6946706116284086,0.2559068501042228,0.6517481414030399,0
-0.6256241064013961,1.075722967494192,0.356756290308358,-0.304477807746527,0
-0.1848623635452605,-0.6809295444039414,1.2225413386740305,-0.1545294820688021,1
2.76743589203226,0.8345255473690577,1.049498605863319,0.8439368915533556,1
-0.8409491386704581,0.2729557548633888,-0.0998345804954503,0.5718591826367099,0
-0.161721003041247,-0.6699950968782225,1.1352747316531886,0.7738911809098658,0
-0.5709436615217945,0.8137636899662105,1.0684715559890383,0.2328780201371683,0
0.1302745214728858,0.9827395110230576,-0.499295598539152,-1.1849437664170246,0
1.3687846319035628,0.0559393501324007,0.4961207080887857,0.3663329336500437,1
-0.9064310592771632,0.4599002663077703,-0.0711669888530866,-1.885761610571128,0
0.777609530278536,-0.8094863188927663,0.8780585789081998,-1.3730030168855392,1
0.9086013598921112,0.0310855877711527,0.2785759145118061,0.0139852218652924,1
-0.694465241925353,-1.616959400164946,-0.5335195256828793,0.8891273175270074,1
1.1273547616424222,0.0976039924954401,-0.9405302155012164,-0.5292723066998932,0
-0.1688425852029661,-1.5819525174378992,0.0095522862568464,-1.1005653330301517,0
-0.1774774870935874,-0.3771928747890711,-1.9168158717650765,-1.131986440076961,0
-0.1440276600546764,0.2900403964835352,2.325779791881685,1.5164401005894037,1
-0.6858526761766428,1.381707593377797,-0.1649377753962186,1.2884442493182524,0
0.5603291782322569,-0.2575211989097914,0.5733624701729451,-0.643561124950648,1
-0.0011197219978901,-2.235035497898666,0.357364972155674,1.9445977922602284,1
-0.4225609827987464,0.1187965399029018,-0.3995489415884284,-0.2713764929317245,1
0.3127125792748016,-0.2538375611255331,0.7443335887496761,0.7752291868507144,1
0.2893591569571111,-0.3556983155710346,0.3358412569330236,-2.930594375852776,1
-0.1525225324523588,0.3833938643534951,0.9998242469102946,-1.058536081978409,1
1.8771364753316424,0.7925074116726066,-1.6050559790039236,1.4034703847675043,0
-0.9402212089257168,-0.6348131639714567,-1.163473799792271,0.1620595590628747,0
0.8662252008585286,0.7324278097628383,-1.7191611338760466,-0.4035921185193341,0
-1.0824271973882869,-0.1510518776069292,-0.7460982566525134,-1.2503155389231464,0
-0.0592826460259322,-0.7292869363736615,-0.4144730658358585,0.6339103777337424,0
0.0306314925944174,-0.4841694333335785,-0.3276730943619608,1.002757825304604,0
0.6619475894305167,0.0161294152760038,-0.4610262805808381,-0.4332326566230212,0
0.4048550876357089,-1.6052712471325676,-0.0242973837708154,0.3645344890332625,1
0.9885318628514624,0.3645250379928023,-0.7260150977009768,-0.2806004468380639,1
0.659484214251896,-0.3969138412377916,0.1137481534861434,0.7368365309200512,1
1.3684693937651298,0.2433989164005392,-0.82189177154304,1.57537664943554,1
-0.0949653105926717,-0.3321685298390053,2.7039851072793866,0.3942376494420307,1
0.3589564406514711,0.0460581385771154,1.328156620895797,1.6823835853400984,1
-0.9701495196514126,-0.8876956557145598,1.3357843363202329,-0.1913439866950602,1
-0.1470734995086041,0.0806077756205216,-0.781790229733328,-0.8606830431645255,1
0.3156050035903405,1.2058536208882336,-0.7290838377436085,-0.6541464400677965,0
-0.2468237955115857,0.4879913708045874,-1.078957187048634,-1.6280422139512112,0
